art1,name1,size1,art2,name2,qty2,art3,name3,qty3,price,total
AA064,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA065,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,120х1х48,CX0343,"Комплект G крепление удлиненного экрана, нога T",1,,,,9.8,684
AA065,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,1,BAU MET 005,Экран пластиковый h.480x1070 удлиненная сторона,1,0,0
AA065,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 026,Алюминиевый профиль под экраны L.1070,1,2.95,206
AA065,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA069,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,60х1х48,CX0342,"Комплект Е крепление удлиненного экрана, нога T",1,,,,7.5,523
AA069,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,1,BAU MET 009,Экран пластиковый h.480x470 удлиненная сторона,1,0,0
AA069,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 030,Алюминиевый профиль под экраны L.495/470,1,1.2,84
AA069,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕННАЯ СТОРОНА x НОГА T на 60,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA072,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,160х1х48,CX0341,Комплект F крепления экранов удлинения ноги T + Тумбочка,1,,,,8,558
AA072,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,1,BAU MET 002,Экран пластиковый h.480x1470 удлиненная сторона,1,0,0
AA072,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA072,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA074,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,140х1х48,CX0341,Комплект F крепления экранов удлинения ноги T + Тумбочка,1,,,,8,558
AA074,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,1,BAU MET 004,Экран пластиковый h.480x1270 удлиненная сторона,1,0,0
AA074,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA074,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ ДЛЯ НОГИ  T на 60,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA080,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕНИЕ НОГИ C,180х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA080,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕНИЕ НОГИ C,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",1,BAU MET 000,Экран пластиковый h.480x1670 удлиненная сторона,1,0,0
AA080,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕНИЕ НОГИ C,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 021,Алюминиевый профиль под экраны L.1670,1,4.25,296
AA080,ЭКРАН ПЛАСТИКОВЫЙ 48x180 УДЛИНЕНИЕ НОГИ C,180х1х48,CX1500,"1 экранная пластиковая панель, удлиненная сторона 1670x480x6",,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA081,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕНИЕ НОГИ C,170х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA081,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕНИЕ НОГИ C,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,1,BAU MET 001,Экран пластиковый h.480x1570 удлиненная сторона,1,0,0
AA081,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕНИЕ НОГИ C,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 022,Профиль алюминиевый под экраны L.1570,1,4,279
AA081,ЭКРАН ПЛАСТИКОВЫЙ 48x170 УДЛИНЕНИЕ НОГИ C,170х1х48,CX1501,1 панель экрана удлиненная пластиковая 1570x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA082,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ НОГИ C,160х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA082,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ НОГИ C,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,1,BAU MET 002,Экран пластиковый h.480x1470 удлиненная сторона,1,0,0
AA082,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ НОГИ C,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 023,Профиль алюминиевый по экраны  L.1470,1,3.85,269
AA082,ЭКРАН ПЛАСТИКОВЫЙ 48x160 УДЛИНЕНИЕ НОГИ C,160х1х48,CX1502,1 панель экрана удлиненная пластиковая 1470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA083,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕНИЕ НОГИ C,150х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA083,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕНИЕ НОГИ C,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,1,BAU MET 003,Экран пластиковый h.480x1370 удлиненная сторона,1,0,0
AA083,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕНИЕ НОГИ C,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 024,Алюминиевый профиль под экранные панели L.1370,1,3.8,265
AA083,ЭКРАН ПЛАСТИКОВЫЙ 48x150 УДЛИНЕНИЕ НОГИ C,150х1х48,CX1503,1 панель экрана удлиненная пластиковая 1370x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA084,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ НОГИ C,140х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA084,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ НОГИ C,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,1,BAU MET 004,Экран пластиковый h.480x1270 удлиненная сторона,1,0,0
AA084,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ НОГИ C,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 025,Профиль алюминиевый по экраны  L.1270,1,3,209
AA084,ЭКРАН ПЛАСТИКОВЫЙ 48x140 УДЛИНЕНИЕ НОГИ C,140х1х48,CX1504,1 панель экрана удлиненная пластиковая 1270x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA085,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕНИЕ НОГИ C,120х1х48,CX0340,Комплект H крепления удлинение экранов + тумбочка,1,,,,8.6,600
AA085,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕНИЕ НОГИ C,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,1,BAU MET 005,Экран пластиковый h.480x1070 удлиненная сторона,1,0,0
AA085,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕНИЕ НОГИ C,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 026,Алюминиевый профиль под экраны L.1070,1,2.95,206
AA085,ЭКРАН ПЛАСТИКОВЫЙ 48x120 УДЛИНЕНИЕ НОГИ C,120х1х48,CX1505,1 панель экрана удлиненная пластиковая 1070x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA086,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕНИЕ НОГИ C,90х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
AA086,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕНИЕ НОГИ C,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,1,BAU MET 006,Экран пластиковый h.480x770 удлиненная сторона,1,0,0
AA086,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕНИЕ НОГИ C,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,,BAU FER 027,Алюминиевый профиль под экранные панели L.770,1,2.5,174
AA086,ЭКРАН ПЛАСТИКОВЫЙ 48x90 УДЛИНЕНИЕ НОГИ C,90х1х48,CX1506,1 панель экрана удлиненная пластиковая 770x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA087,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕНИЕ НОГИ C,80х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
AA087,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕНИЕ НОГИ C,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,1,BAU MET 007,Экран пластиковый h.480x670 удлиненная сторона,1,0,0
AA087,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕНИЕ НОГИ C,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,,BAU FER 028,Алюминиевый профиль под экранные панели L.670,1,2.05,143
AA087,ЭКРАН ПЛАСТИКОВЫЙ 48x80 УДЛИНЕНИЕ НОГИ C,80х1х48,CX1507,1 панель экрана удлиненная пластиковая 670x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA088,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕНИЕ НОГИ C,70х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
AA088,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕНИЕ НОГИ C,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,1,BAU MET 008,Экран пластиковый h.480x570 удлиненная сторона,1,0,0
AA088,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕНИЕ НОГИ C,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,,BAU FER 029,Алюминиевый профиль под экранные панели L.570,1,2,139
AA088,ЭКРАН ПЛАСТИКОВЫЙ 48x70 УДЛИНЕНИЕ НОГИ C,70х1х48,CX1508,1 панель экрана удлиненная пластиковая 570x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA089,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕНИЕ НОГИ C,60х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
AA089,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕНИЕ НОГИ C,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,1,BAU MET 009,Экран пластиковый h.480x470 удлиненная сторона,1,0,0
AA089,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕНИЕ НОГИ C,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 030,Алюминиевый профиль под экраны L.495/470,1,1.2,84
AA089,ЭКРАН ПЛАСТИКОВЫЙ 48x60 УДЛИНЕНИЕ НОГИ C,60х1х48,CX1509,1 панель экрана удлиненная пластиковая 470x480x6,,BAU FER 115,Шайба под экраны диам.12x6,4,1.76,123
AA090,ЭКРАН ПЛАСТИКОВЫЙ 48x180 БОКОВИНА УДЛИНЕНИЯ НОГИ C с ТУМБОЧКОЙ,180х1х48,CX0355,Комплект  M крепление для удлинения экранов + тумбочка/2 тумбочки,1,,,,6.6,460
